Care Provider Name,Care Provider ID,Time Zone,Program Name,Outreach Program ID,Outreach Use Case,Category,Call Launch Date,Call Launch Hour,Scheduled Count,Launched Count
Boone Memorial Hospital,5fc693e474410f1b1aad6bed,Eastern Time (US & Canada),COVID-19 Negative Results,5fc94780ff1672b4978ba858,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),19,1,1
Phelps Health,5f4d41c2ff1672a740672261,Central Time (US & Canada),Phelps-Appointment Reminders-No LT-5D,5f4d4435ff1672a894659a21,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),19,40,40
Cabell Huntington Hospital,5dcdc295d27cbe63f6c3df60,Eastern Time (US & Canada),Cabell Huntington - COVID19 Negative Results,5fcabddbd27cbecf90331784,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),19,11,11
Cabell Huntington Hospital,5dcdc295d27cbe63f6c3df60,Eastern Time (US & Canada),Cabell Huntington - COVID19 Positive Results,5fc52840ff1672b49787d53d,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),19,1,1
UC Irvine,5eb9b129ff1672391b6812ba,Pacific Time (US & Canada),UCI Health - Heart Failure - 24Hr,615b036474410f8b9f36d469,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),19,1,1
UC Irvine,5eb9b129ff1672391b6812ba,Pacific Time (US & Canada),UCI Health - Heart Failure ,615f3e20ff167258579a6fa2,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),19,7,7
Advocate Aurora Health,5b856d97d27cbeda1d99f29c,Central Time (US & Canada),AAH WI IP Care Transitions,61c32eb9ff167271769ae35b,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),19,230,226
Intermountain Healthcare,550b3ab85241494278ba0000,Mountain Time (US & Canada),Behavioral Health_2,626f92dfd27cbe883b72abbc,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),19,32,32
Upstate University Hospital,5175aab31b85b034fb00007e,Eastern Time (US & Canada),UUH Inpatient,54a41059524149400ba90100,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),20,13,13
Charleston Area Medical Center,517801601b85b02a1e000003,Eastern Time (US & Canada),Post Discharge,51c60947677aff7aa9000ba2,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),20,9,9
Intermountain Healthcare,550b3ab85241494278ba0000,Mountain Time (US & Canada),NICU Post Discharge,58050c81acc0db5aa62514d6,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),20,5,5
Upstate University Hospital,5175aab31b85b034fb00007e,Eastern Time (US & Canada), COM - SDS,5bb23ce0ff167274f2a1b0e9,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),20,1,0
Providence Health & Services,51c0c559677affbffc001ed2,Pacific Time (US & Canada),Kadlec ED PD Outreach,5d0a861dff16723f8aa4e68b,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),20,65,65
Intermountain Healthcare,550b3ab85241494278ba0000,Mountain Time (US & Canada),Mother Baby Post Discharge 2,58fee971d27cbe95e4dd0376,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),20,25,25
Trinity Health of NE,591db38dd27cbe8dc3f577b5,Eastern Time (US & Canada),Saint Francis ED Follow Up,5923219dd27cbec4c44bcdda,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),20,294,278
Boone Memorial Hospital,5fc693e474410f1b1aad6bed,Eastern Time (US & Canada),COVID-19 Positive Results,5fc93fa874410f1bc2ad44da,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),20,1,1
Boone Memorial Hospital,5fc693e474410f1b1aad6bed,Eastern Time (US & Canada),COVID-19 Negative Results,5fc94780ff1672b4978ba858,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),20,3,3
Intermountain Healthcare,550b3ab85241494278ba0000,Mountain Time (US & Canada),IM-ADLT-ED,60d1f18ed27cbe0b53f7f77b,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),20,661,659
Intermountain Healthcare,550b3ab85241494278ba0000,Mountain Time (US & Canada),IM-PEDS-ED,60dc436b74410f2ace2172a6,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),20,213,210
UC Irvine,5eb9b129ff1672391b6812ba,Pacific Time (US & Canada),UCI Health - Heart Failure - 24Hr,615b036474410f8b9f36d469,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),20,2,2
UC Irvine,5eb9b129ff1672391b6812ba,Pacific Time (US & Canada),UCI Health - Heart Failure ,615f3e20ff167258579a6fa2,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),20,3,3
Kaiser Permanente,61f81b43ff1672ea3f5264f2,Pacific Time (US & Canada),Transitions Program Outreach,622ba432ff1672f566873131,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),20,73,73
Saint Francis Health- Tulsa,5175aa7e1b85b034fb00007a,Central Time (US & Canada),Saint Francis Oncology,549053665241492625fd0000,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),21,2,2
Saint Francis Health- Tulsa,5175aa7e1b85b034fb00007a,Central Time (US & Canada),Saint Francis Obstetrics,51e45ad2acc0db537e0005a2,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),21,3,3
Saint Francis Health- Tulsa,5175aa7e1b85b034fb00007a,Central Time (US & Canada),Saint Francis Post Discharge,5176c94f26a97afcc800003b,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),21,40,40
Saint Francis Health- Tulsa,5175aa7e1b85b034fb00007a,Central Time (US & Canada),Saint Francis Pediatrics,51e449d1acc0db1f240000e9,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),21,14,14
Charleston Area Medical Center,517801601b85b02a1e000003,Eastern Time (US & Canada),Post Discharge,51c60947677aff7aa9000ba2,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),21,4,4
Princeton Community Hospital,57b22f2c4004121b3550dc06,Eastern Time (US & Canada),Princeton Community Hospital - Inpatient,58052be4400412584ad069db,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),21,7,7
Princeton Community Hospital,57b22f2c4004121b3550dc06,Eastern Time (US & Canada),Princeton Community Hospital - COPD,58052cfa40041211dd9a9fb9,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),21,1,1
Sturdy Memorial Hospital,57882c6b4004122fb14f4094,Eastern Time (US & Canada),Sturdy Memorial ED,57a3999f4004124b9e0f40fc,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),21,64,63
Intermountain Healthcare,550b3ab85241494278ba0000,Mountain Time (US & Canada),Total Joint Discharge,591f0130d27cbe86e8f9b100,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),21,19,19
Cabell Huntington Hospital,5dcdc295d27cbe63f6c3df60,Eastern Time (US & Canada),Cabell Huntington Hospital - Post Discharge,5dcdc37bd27cbe6136ca51dd,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),21,17,17
UCSF Medical Center,520b9fed677aff2618000073,Pacific Time (US & Canada),UCSF COVID19 Negative Result Outreach Program (ED/Periop),5eb5b8abd27cbe3de63e2102,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),21,9,9
UC Irvine,5eb9b129ff1672391b6812ba,Pacific Time (US & Canada),UCI Health - Inpatient Post Discharge,5eb9b1b0ff167237a669e813,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),21,25,25
UCSF Medical Center,520b9fed677aff2618000073,Pacific Time (US & Canada),UCSF COVID19 Negative Result Outreach Program,5e6f1b18ff16724a6208f554,call_on_date,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),21,229,210
Trinity Health of NE,591db38dd27cbe8dc3f577b5,Eastern Time (US & Canada),Johnson Memorial Hospital - Post Discharge,5df01463ff1672e8881e6ec8,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),21,2,2
Boone Memorial Hospital,5fc693e474410f1b1aad6bed,Eastern Time (US & Canada),COVID-19 Negative Results,5fc94780ff1672b4978ba858,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),21,3,3
Providence Health & Services,51c0c559677affbffc001ed2,Pacific Time (US & Canada),PHS SoCal High Risk Inpatient Care Call 310,5f748ea574410f58b198e4ce,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),21,17,17
Providence Health & Services,51c0c559677affbffc001ed2,Pacific Time (US & Canada),PHS SoCal High Risk Inpatient Care Call 818 - Holy Cross,5faea646d27cbe75428104c6,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),21,5,5
Providence Health & Services,51c0c559677affbffc001ed2,Pacific Time (US & Canada),PHS SoCal High Risk Inpatient Care Call 818 - Burbank,609ea67c74410ff0610bada6,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),21,3,3
Providence Health & Services,51c0c559677affbffc001ed2,Pacific Time (US & Canada),PHS SoCal High Risk Inpatient Care Call 818 - Tarzana,609ec34dd27cbee0dc541cc9,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),21,4,4
Intermountain Healthcare,550b3ab85241494278ba0000,Mountain Time (US & Canada),IM-ADLT-PD,60d1e5f2ff16722d5de1e280,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),21,103,103
Intermountain Healthcare,550b3ab85241494278ba0000,Mountain Time (US & Canada),IM-PEDS-PD,60d9bb63d27cbe2a4bba4d2e,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),21,19,19
Stony Brook Medicine (Outpatient),60eee987ff1672d66efdeda2,Eastern Time (US & Canada),Stony Brook Appointment Reminder 3D,60f08737d27cbeb73ab327f2,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),21,1735,1709
Stony Brook Medicine (Outpatient),60eee987ff1672d66efdeda2,Eastern Time (US & Canada),Stony Brook Appointment Reminder 1D,60f6d9c674410fb74f4978a7,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),21,204,193
Stony Brook Medicine (Outpatient),60eee987ff1672d66efdeda2,Eastern Time (US & Canada),Stony Brook Appointment Reminder 3D Telehealth,60f6da8ed27cbe7c46bf0db8,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),21,183,180
Stony Brook Medicine (Outpatient),60eee987ff1672d66efdeda2,Eastern Time (US & Canada),Stony Brook Appointment Reminder 1D Telehealth,60f6db8674410fb82f4959d1,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),21,4,4
Pipeline Health,61560dd1d27cbe068d5f443f,Pacific Time (US & Canada),Memorial Hospital of Gardena BPCI Post-Discharge,616efb5dff1672accc4ac240,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),21,2,2
Intermountain Healthcare,550b3ab85241494278ba0000,Mountain Time (US & Canada),Behavioral Health_2,626f92dfd27cbe883b72abbc,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),21,30,30
Sentara Healthcare,51c9ccbb677aff4218000528,Eastern Time (US & Canada),Sentara-COVID Negative Result,62978967a8cd74369e3478f9,call_on_date,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),21,165,163
Sentara Healthcare,51c9ccbb677aff4218000528,Eastern Time (US & Canada),Sentara-COVID Positive Result,6297899fdacaff5d1517f996,call_on_date,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),21,32,29
Sentara Healthcare,51c9ccbb677aff4218000528,Eastern Time (US & Canada),SAMC HR PNE Care Transitions Call,5600649561706f3edee60200,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,1,1
Saint Francis Health- Tulsa,5175aa7e1b85b034fb00007a,Central Time (US & Canada),Saint Francis Oncology,549053665241492625fd0000,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,2,2
Saint Francis Health- Tulsa,5175aa7e1b85b034fb00007a,Central Time (US & Canada),Saint Francis Obstetrics,51e45ad2acc0db537e0005a2,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,3,3
Saint Francis Health- Tulsa,5175aa7e1b85b034fb00007a,Central Time (US & Canada),Saint Francis Post Discharge,5176c94f26a97afcc800003b,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,27,27
Saint Francis Health- Tulsa,5175aa7e1b85b034fb00007a,Central Time (US & Canada),Saint Francis Pediatrics,51e449d1acc0db1f240000e9,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,11,11
Upstate University Hospital,5175aab31b85b034fb00007e,Eastern Time (US & Canada),UUH Inpatient,54a41059524149400ba90100,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,11,11
Princeton Community Hospital,57b22f2c4004121b3550dc06,Eastern Time (US & Canada),Princeton Community Hospital - PNE,58052acb4004121202ec0484,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,1,1
Providence Health & Services,51c0c559677affbffc001ed2,Pacific Time (US & Canada),PHS SJH High Risk Inpatient Care Call 949 v2,5d2ca401d27cbe62810d3e75,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,9,9
Decatur Morgan Hospital,52fe61815241497341ee0000,Central Time (US & Canada),High Risk,5aba5260d27cbe5f53fe5db7,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,2,2
Decatur Morgan Hospital,52fe61815241497341ee0000,Central Time (US & Canada),PD Inpatient,5aba518cd27cbe3bc2fe5e5f,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,32,32
Upstate University Hospital,5175aab31b85b034fb00007e,Eastern Time (US & Canada), COM - SDS,5bb23ce0ff167274f2a1b0e9,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,1,0
Providence Health & Services,51c0c559677affbffc001ed2,Pacific Time (US & Canada),PHS SJH High Risk Inpatient Care Call 760 v2,5d2ca231d27cbe62810d3537,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,7,7
Eskenazi Health,59893d6974410f2220d54d06,Eastern Time (US & Canada),Eskenazi Health Core Appointment Reminder,5a0f53cb74410f87de79e893,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,1315,1278
Cedars-Sinai Medical Center,5acfa72aff16722d8f9117b0,Pacific Time (US & Canada),Cedars-Sinai OB PD Outreach Program,5c40e17274410f160b652d32,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,7,7
Providence Health & Services,51c0c559677affbffc001ed2,Pacific Time (US & Canada),PHS SJH High Risk Inpatient Care Call 714 v2 (SYM),5d251d81ff1672e3740f28da,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,19,19
Charleston Area Medical Center,517801601b85b02a1e000003,Eastern Time (US & Canada),COVID-19 Negative Results,5f2ae549d27cbe7f20f5a444,post_admit,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,29,26
Boone Memorial Hospital,5fc693e474410f1b1aad6bed,Eastern Time (US & Canada),COVID-19 Negative Results,5fc94780ff1672b4978ba858,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,4,4
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),5D-AR-V2-no Live Transfer,5fc6845dd27cbed020275db4,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,10,9
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),2D-AR-V2-No Live Transfer,5fc7bd19d27cbed30a25cea2,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,2,2
Cabell Huntington Hospital,5dcdc295d27cbe63f6c3df60,Eastern Time (US & Canada),Cabell Huntington - COVID19 Negative Results,5fcabddbd27cbecf90331784,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,3,3
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),5D-AR-V3-NoLiveTransfer,5fc7b6cfff1672b8bb84dd88,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,2,2
Charleston Area Medical Center,517801601b85b02a1e000003,Eastern Time (US & Canada),COVID-19 Positive Results,5f2aefeeff167284b4f1e7db,post_admit,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,3,2
Inova Health System,58bec27a9c055208405da427,Eastern Time (US & Canada),Inova COVID-19 Negative Results,5f90a5a174410faf65590126,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,196,191
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),2D-Confirm Only No Arrival,5f88521d74410f29d848391d,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,3,3
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),2D-AR-V3-Live Transfer,5fc8184174410f154db476bd,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,7,7
Community Health Network,59516787d27cbede1924d757,Eastern Time (US & Canada),CHNw-North South East CHVH-ED PD,5ef2587eff16723978888fd2,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,5,1
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),2D-AR-Live Transfer,5fc80891ff1672b3e791592f,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,9,9
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),AR-Ortho Trauma,5f62363774410ff55ce98831,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,23,18
Community Health Network,59516787d27cbede1924d757,Eastern Time (US & Canada),CHNw-HRH&CHA-ED PD,5ef4eb3cff1672caaa276197,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,1,1
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),Enloe -  5 Day Appointment Reminder AntiCoag (Spanish),5f0f5063d27cbed963faf91c,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,1,1
